id,area_sqft,bedrooms,bathrooms,age_years,distance_km,quality,garage_spaces,has_pool,lot_sqft,price
517,999,1,1,82,22.3,6,3,0,7592,139000
518,2484,4,3,53,1.4,6,2,0,5676,552400
519,3696,6,4,81,7.5,4,1,0,10172,568500
520,2270,4,2,63,15.3,2,0,0,8417,201600
521,1710,3,3,69,8.9,4,1,0,6541,286400
522,2035,4,3,42,6.4,7,1,0,4792,425800
523,974,2,1,47,18.7,5,1,0,6337,139100
524,3092,5,4,47,18.7,4,1,0,7700,323000
525,1356,2,3,24,8.7,4,2,0,5116,277900
526,2019,3,2,8,6.7,8,0,0,8212,450700
527,1178,3,2,12,37.5,8,2,0,10073,171800
528,2453,4,3,37,25.5,5,1,0,12307,311900
529,1605,3,2,60,16.5,5,1,0,6667,203500
530,1173,3,3,59,12.0,8,3,0,4166,229800
531,1241,2,1,8,20.1,5,2,0,7208,191300
532,3370,5,4,40,17.8,7,1,0,7639,508700
533,1153,3,3,57,31.4,7,1,0,8055,171600
534,2654,4,3,25,32.0,7,0,0,14568,285800
535,2348,3,3,40,24.9,7,1,0,7540,283000
536,3321,4,2,44,5.1,9,1,0,7592,694800
537,1962,4,3,3,26.0,6,0,0,8322,281200
538,1561,3,3,81,7.3,7,2,0,3660,317900
539,2140,3,2,75,0.5,5,3,0,7999,517900
540,1787,3,2,75,2.9,7,0,0,7311,440500
541,2505,4,3,52,32.4,4,3,0,12103,279000
542,2588,5,3,20,4.3,7,2,1,6935,648500
543,2834,5,4,9,27.0,6,1,0,15128,352100
544,1127,1,1,76,35.6,3,1,0,10666,108600
545,2515,4,3,14,3.9,7,1,0,5414,528100
546,1756,4,3,51,0.6,8,3,0,3729,505500
547,2284,3,2,69,3.9,6,1,0,6795,466000
548,1137,2,2,72,0.5,5,1,0,3890,259200
549,2044,4,3,61,15.6,5,1,1,5908,309500
550,3605,5,3,62,1.6,6,1,1,8609,833400
551,2159,4,2,59,9.0,7,1,1,8818,430300
552,1902,3,2,63,3.7,6,1,0,4022,405200
553,1693,2,1,60,33.0,6,1,0,9569,185100
554,2262,4,2,69,2.0,6,1,0,6239,498800
555,613,1,1,53,12.1,7,0,0,4058,103700
556,1119,3,2,41,0.6,5,1,0,4272,318300
557,2159,4,3,52,6.0,10,2,0,7489,518600
558,2867,5,4,24,12.3,5,1,0,10832,406100
559,1339,2,2,72,32.3,4,3,1,9336,171800
560,1895,2,1,9,25.2,7,1,0,7630,260900
561,2361,3,3,46,35.6,10,0,0,11867,313300
562,1813,2,1,65,3.3,7,2,0,5190,411500
563,1753,2,2,43,34.4,3,1,0,11868,158200
564,1796,3,2,24,22.2,5,1,0,8018,226100
565,2042,3,2,70,25.2,8,1,0,10554,271700
566,2816,5,3,70,4.3,5,3,1,5694,571200
567,2256,4,2,61,36.8,7,1,0,12807,246300
568,1182,1,1,8,18.2,7,1,0,5953,191100
569,1514,3,2,31,19.8,5,3,1,8615,252600
570,1854,3,2,20,26.1,7,1,0,7364,242200
571,1391,3,1,28,23.9,4,1,0,7136,165400
572,1725,3,4,63,6.2,5,0,0,4616,295000
573,1474,2,1,15,24.4,6,2,0,8741,195800
574,2411,3,3,40,13.8,6,2,1,9880,403200
575,2871,6,4,35,0.8,6,1,0,6420,682300
576,2479,3,2,8,29.2,5,1,0,11255,312200
577,996,2,1,44,26.0,5,3,0,7219,137900
578,2380,4,3,31,5.7,6,2,0,8929,457900
579,2274,3,3,34,13.9,8,3,0,9661,401500
580,1483,3,2,45,24.4,7,1,0,8603,201800
581,1689,2,2,71,1.4,5,0,0,4797,381900
582,1290,2,2,47,27.7,6,2,0,9499,160300
583,2053,3,2,71,4.7,6,1,0,4085,421600
584,2673,4,2,50,5.3,8,2,0,6264,559500
585,2876,5,3,13,25.8,5,2,0,11400,347400
586,1098,2,1,27,15.5,7,0,0,6681,162900
587,1305,2,1,63,0.5,6,1,0,3577,330000
588,2082,3,2,67,2.9,7,1,0,8259,436900
589,1805,2,2,26,1.4,6,2,0,2602,433600
590,1946,4,3,31,14.3,5,2,0,7950,309200
591,1871,2,2,27,31.5,6,3,1,10322,228700
592,2187,4,2,45,0.9,4,1,0,4829,462300
593,1696,2,2,58,7.9,7,1,0,5587,301400
594,2892,6,4,40,10.4,5,1,0,6089,446500
595,2529,4,3,12,29.8,3,1,0,13281,221700
596,2859,6,3,69,7.0,10,1,0,7984,603300
597,1421,2,2,31,26.9,5,2,1,6771,210000
598,1827,4,2,66,0.7,6,2,0,4936,472400
599,1551,2,1,16,4.9,6,1,0,6258,349200
600,2024,4,2,72,8.4,7,1,0,7984,371500
601,2264,4,3,36,8.0,5,1,0,5517,392700
602,2173,3,2,69,19.0,6,0,0,6256,243000
603,1614,3,1,15,17.9,6,0,0,7566,209200
604,1784,2,1,10,3.0,5,2,0,2990,338700
605,970,1,1,41,1.2,6,3,0,2504,265300
606,1849,3,2,64,18.0,7,3,0,8050,296400
607,2241,3,2,79,34.2,6,1,0,11945,224500
608,1657,3,1,1,10.4,8,3,0,5176,321000
609,2573,5,4,52,30.9,7,1,0,9453,313400
610,1939,2,1,65,26.7,3,1,0,7542,175400
611,1187,2,1,24,9.2,7,2,0,6105,222400
612,2214,4,3,78,22.4,8,2,0,9005,330400
613,1537,3,2,85,8.9,7,2,0,5386,319200
614,1998,3,2,12,2.9,5,2,0,5195,422700
615,2406,3,3,38,23.9,5,1,0,13322,266500
616,643,2,2,80,34.2,4,3,0,7189,93100
617,696,2,1,8,37.1,6,3,1,7664,158200
618,2592,4,2,85,12.2,4,1,0,8050,313500
619,1397,2,1,60,34.2,9,2,0,10968,178500
620,2918,5,4,75,13.9,9,2,1,13493,497700
621,1622,3,2,83,8.6,5,1,0,6255,292400
622,2856,5,3,75,2.0,7,2,0,4990,699200
623,1693,2,2,40,10.9,6,2,0,4333,252400
624,1910,4,3,62,29.8,6,2,0,11025,240100
625,2594,5,3,63,1.5,7,1,0,5768,622800
626,1967,4,2,74,2.4,7,2,0,6716,419700
627,2087,4,3,59,30.0,9,2,0,11645,279600
628,1676,4,3,15,25.8,5,0,0,8557,219000
629,2724,4,2,70,12.5,5,1,0,10481,335200
630,2120,3,2,10,28.8,5,1,1,10730,275800
631,1729,2,2,69,37.0,8,1,0,12408,200500
632,450,2,2,50,21.9,10,1,0,4809,99700
633,1604,3,2,15,4.4,4,2,0,4933,367900
634,1611,3,2,13,14.9,5,2,0,8152,275700
635,894,1,1,61,0.6,6,2,0,2069,219900
636,2626,4,3,44,13.7,5,1,0,12394,341400
637,1425,2,2,30,1.4,7,2,0,4901,403700
638,2098,3,2,49,23.5,6,1,1,8957,271300
639,1778,3,1,46,24.5,6,1,0,9766,207700
640,1721,3,2,59,2.5,7,3,0,5498,376200
641,2096,3,3,61,12.7,4,0,1,6734,279600
642,2677,4,2,1,23.5,6,1,0,13392,352600
643,2796,5,3,78,4.8,6,1,0,6731,549800
644,1238,2,2,6,8.2,6,0,0,5744,264000
645,2324,4,3,15,2.8,6,2,0,3935,532800
646,1671,2,2,82,18.3,6,2,0,9009,231800
647,2016,3,2,17,10.3,5,1,0,5590,325600
648,2503,3,1,65,12.2,8,1,0,9801,381900
649,1453,2,2,51,28.7,5,0,0,9838,171800
650,1811,4,3,56,12.8,6,1,0,6345,293000
651,1643,3,2,7,37.0,3,2,0,11662,212900
652,2180,2,1,54,19.0,8,3,0,11342,318200
653,1902,3,2,78,30.6,8,2,0,11682,225500
654,2679,4,3,65,27.8,9,1,0,12811,358600
655,2189,4,2,42,9.9,5,1,0,6033,328100
656,2849,5,4,26,18.0,4,1,0,11865,367900
657,1698,3,2,25,30.2,7,0,0,11352,182200
658,1513,2,1,65,15.7,6,3,0,7107,225900
659,1965,3,3,11,31.9,3,2,1,12709,243100
660,1222,1,1,17,38.1,4,2,0,10377,141500
661,1673,2,1,20,2.2,5,3,0,3665,379400
662,2413,5,2,75,2.8,9,3,0,6110,622400
663,1404,2,2,36,17.3,7,1,0,6377,182200
664,2359,3,3,16,19.3,7,1,0,11449,354100
665,2212,3,2,76,36.1,4,0,0,11548,184700
666,1344,2,2,79,1.1,7,0,0,3182,338600
667,1220,2,1,44,0.6,8,1,0,2207,308900
668,2113,3,3,22,17.4,8,1,0,7065,323100
669,916,1,1,83,3.8,6,2,0,3276,205400
670,1856,3,2,8,17.9,6,1,0,8778,285400
671,1630,2,2,20,15.2,8,2,0,6941,296500
672,1474,2,2,36,7.6,8,2,0,4555,323600
673,1584,3,1,82,4.6,3,2,0,5658,257600
674,1007,1,1,50,7.7,6,1,0,2866,182200
675,3248,5,3,48,7.4,3,1,0,10111,506400
676,1707,4,3,67,0.5,5,3,0,5460,399200
677,2501,5,4,1,36.9,7,0,0,11634,287600
678,2227,4,2,28,0.7,8,1,0,6955,565900
679,2222,3,2,40,14.6,6,2,0,7945,315800
680,779,2,2,44,19.2,7,1,0,6366,134200
681,1130,1,1,65,34.3,8,2,0,10288,153600
682,2635,4,3,54,20.6,5,3,0,9111,334400
683,912,1,1,13,29.9,8,3,0,7853,149500
684,1213,3,2,80,6.0,5,1,0,3883,204800
685,1598,3,2,12,21.1,7,1,1,6914,277000
686,2097,3,2,30,5.2,2,2,0,4942,376100
687,1860,3,1,82,24.1,5,1,0,8238,203500
688,1623,3,2,5,23.0,9,2,0,8838,256600
689,3282,4,3,12,0.7,4,0,0,10703,731700
690,2597,4,3,48,4.7,5,2,1,4984,530500
691,1573,3,2,77,24.0,10,0,0,10005,214500
692,1462,3,2,7,11.2,2,1,0,6817,221700
693,2940,4,3,72,14.8,6,2,0,7991,411000
694,1414,3,2,57,2.7,4,1,0,4149,318400
695,2738,4,3,65,10.3,5,0,0,7772,423600
696,2314,4,3,67,35.8,5,0,0,10912,269400
697,1142,3,1,40,36.5,10,2,0,10213,160500
698,1473,2,1,52,22.7,7,0,0,8254,189500
699,1350,3,2,75,4.8,2,2,0,3695,219900
700,2693,4,3,19,16.8,5,1,0,8784,316000
701,2229,4,3,63,22.4,7,2,1,10804,319000
702,1657,4,3,39,0.6,2,0,0,4887,344600
703,1502,2,2,67,13.9,3,2,0,4885,203100
704,876,1,1,55,6.9,5,2,0,2659,167600
705,2173,4,3,66,8.3,6,2,0,4440,378500
706,1328,2,1,46,0.6,5,1,0,4849,306900
707,1618,3,2,81,33.4,6,2,0,9431,180800
708,1526,2,1,49,7.2,6,2,1,4347,312400
709,2736,5,4,56,29.3,8,2,0,10423,355400
710,1998,2,2,42,4.2,6,2,0,5397,358100
711,1422,2,2,41,13.7,5,2,0,5546,215500
712,1684,3,1,43,27.0,5,1,0,11085,184400
713,1857,4,3,28,9.4,6,2,0,4476,311400
714,2014,3,2,58,12.6,6,0,0,7096,293500
715,1173,2,1,74,14.3,6,2,0,4582,182400
716,878,3,2,7,13.3,8,3,0,5539,225700
717,2143,3,2,23,32.2,6,1,0,9790,250100
718,1237,2,1,81,8.3,5,1,1,6040,242600
719,2652,5,3,2,12.9,5,1,0,5825,451000
720,2402,4,2,39,35.6,5,1,0,13696,254300
721,1604,4,3,66,1.7,7,1,1,4085,469700
722,2216,4,2,61,6.5,4,0,1,6937,402400
723,1566,3,2,70,0.8,6,2,0,2798,378300
724,2549,3,2,81,13.9,5,2,1,7044,341500
725,1836,3,3,53,13.3,6,1,0,7011,297200
726,842,2,2,27,1.5,5,1,0,1801,241000
727,1585,2,1,18,32.7,6,2,0,11084,212300
728,1234,2,2,31,37.1,4,3,0,9146,160100
729,1461,2,1,26,0.5,3,2,0,3998,346300
730,1054,2,2,56,1.2,5,2,0,1965,241900
731,2496,4,3,40,19.4,6,0,0,8705,329900
732,2122,3,2,63,0.7,6,1,0,4545,498100
733,1980,3,1,35,19.5,7,0,0,7656,270900
734,1424,2,2,50,33.3,7,2,0,10842,164700
735,1987,3,2,32,1.4,4,3,0,3923,477600
736,1149,2,2,78,23.1,6,1,0,6084,151400
737,889,1,2,57,0.5,6,0,0,2887,226000
738,1043,2,1,71,16.9,4,1,0,4642,129400
739,1978,3,1,16,33.6,8,2,0,10011,218000
740,2528,4,3,66,2.8,7,2,0,4116,484500
741,1207,3,3,14,7.3,7,2,0,5152,318700
742,558,1,1,66,6.9,5,2,1,2983,162600
743,2299,4,3,73,3.9,6,2,0,6055,434100
744,2780,4,3,31,24.2,4,2,0,8773,306100
745,704,1,1,43,16.9,5,0,0,4360,91200
746,1624,3,3,69,2.8,5,0,0,4022,366100
747,1841,2,1,78,1.1,7,0,0,6757,419600
748,3109,5,3,64,1.8,8,0,0,8939,664800
749,1975,3,2,48,17.3,6,1,0,6490,261200
750,2391,4,3,19,6.9,5,1,0,5946,467500
751,1725,3,3,36,11.6,6,1,0,6466,293800
752,1691,3,3,12,5.9,5,2,0,7053,396600
753,1531,3,2,81,4.8,6,3,0,4941,346400
754,1769,3,2,44,16.3,6,3,1,6076,300200
755,1493,2,2,56,21.7,5,0,0,9531,155500
756,1040,3,2,25,0.5,5,1,0,3178,305400
757,1955,4,2,72,2.1,8,2,1,7378,492000
758,1234,2,1,24,4.1,7,2,0,3153,331100
759,2497,3,2,41,34.5,7,2,0,11164,256600
760,1662,3,2,0,37.2,9,2,0,11091,252000
761,460,1,1,33,12.6,6,2,0,3505,108400
762,3206,6,3,4,8.4,5,1,1,11076,617200
763,2938,4,3,21,22.4,5,2,0,10734,360300
764,1694,3,1,17,17.3,5,2,0,6881,234600
765,1611,3,3,66,4.1,8,2,0,3285,397400
766,1383,2,2,56,34.3,5,2,0,10007,165200
767,2012,4,4,82,3.9,6,1,0,7550,423600
768,2296,4,3,51,24.3,6,0,0,9362,267500
769,2211,3,2,74,2.9,7,2,0,4335,513300
770,2284,4,3,5,14.2,7,1,0,7788,395900
771,1522,2,2,82,15.0,3,1,0,8036,205300
772,794,2,2,53,1.6,6,1,0,1456,205000
773,963,1,1,5,11.9,8,2,0,4113,200600
774,2256,4,3,63,7.8,3,2,0,7654,369200
775,2382,3,3,27,6.2,8,2,0,8571,521600
776,987,2,1,84,0.6,5,2,1,2982,241900
777,1079,2,2,3,32.7,6,1,0,9470,145600
778,2092,4,3,3,10.9,7,1,0,5186,441900
779,1274,2,1,81,3.6,8,3,0,4860,301400
780,2185,3,2,76,16.2,6,1,1,6677,337700
781,3798,5,2,47,8.9,7,0,0,12116,597800
782,2014,3,2,65,9.0,6,2,1,8900,381000
783,1964,3,2,41,4.3,6,3,0,7244,422300
784,1765,3,2,85,21.1,6,1,0,7619,234500
785,1308,2,1,28,38.1,6,1,0,10245,144500
786,2572,4,2,49,3.6,8,1,1,4086,607400
787,2296,2,1,52,17.9,8,2,0,9008,315800
788,1337,3,2,60,0.5,5,3,0,3025,344500
789,1679,3,2,8,38.5,8,2,0,9991,220900
790,2329,4,3,15,33.0,4,2,0,13116,262400
791,1822,3,1,10,4.6,8,1,0,4973,410600
792,450,1,1,22,18.1,8,0,0,4623,84000
793,1709,3,2,6,4.0,8,1,0,4385,391700
794,1962,4,3,45,34.0,5,2,0,11406,223000
795,1691,2,2,53,1.7,8,2,0,6331,473000
796,1980,3,2,49,19.5,6,1,0,9987,222200
797,450,1,1,25,38.2,2,2,0,8481,77400
798,519,1,1,73,4.3,4,1,0,2033,111100
799,2157,3,2,12,31.2,8,2,0,12686,310900
800,1406,2,2,31,17.3,7,0,0,7118,190700
801,2892,4,3,37,13.1,5,2,0,7424,400500
802,2862,4,3,29,2.2,3,3,0,9423,577900
803,1616,2,2,5,2.3,7,1,0,2925,387100
804,1992,4,3,63,0.8,4,2,0,7695,464100
805,1526,1,1,43,23.3,7,2,0,6487,184800
806,1925,3,2,59,32.4,5,1,0,10384,180600
807,2219,4,2,21,13.5,8,2,0,8804,370600
808,1671,3,2,36,13.5,3,2,0,6214,258500
809,2939,4,2,81,33.3,8,1,0,15717,327700
810,2399,4,2,75,4.7,8,2,0,4658,472300
811,2469,3,2,45,4.1,5,1,0,7903,393300
812,1141,2,2,82,3.2,5,3,0,2495,282300
813,2010,3,2,8,8.7,7,2,0,6014,373400
814,1875,3,2,38,36.6,6,2,0,10515,214600
815,1127,1,1,45,6.4,8,2,0,5246,226700
816,450,1,1,49,0.5,6,2,0,1418,154000
817,2103,4,2,76,25.3,10,1,0,11256,294100
818,492,1,2,85,9.7,4,0,0,2504,106200
819,2343,4,3,74,0.8,7,0,0,7456,626700
820,2306,5,4,75,9.7,5,2,0,9516,385000
821,1921,4,2,14,0.7,9,0,0,4787,541800
822,1794,2,1,36,1.6,6,2,0,2690,400300
823,2503,4,2,79,21.3,5,2,0,7902,308200
824,943,2,1,68,9.1,8,2,0,4964,200300
825,1987,1,2,63,3.9,5,1,0,4796,379200
826,1657,3,2,36,35.2,6,2,0,9391,204500
827,2732,4,2,67,20.6,7,3,0,10220,382200
828,1718,2,1,42,22.7,7,2,0,7826,238700
829,1291,1,1,16,0.7,6,2,0,4746,371200
830,3451,5,4,9,32.8,6,0,0,11637,404900
831,1396,2,1,20,36.8,6,2,0,9216,165600
832,916,2,1,81,25.3,9,1,0,6102,122600
833,3550,5,3,55,20.0,5,2,1,10821,471300
834,2543,4,3,78,38.1,6,1,0,10272,260500
835,2902,4,3,73,26.4,6,0,0,13356,330100
836,1389,4,3,24,0.5,8,0,1,2050,470900
837,1184,1,1,64,36.0,6,2,1,8755,165900
838,1858,2,1,62,36.8,7,1,1,11749,215000
839,2288,4,2,52,5.2,4,2,0,8989,354000
840,2312,4,3,47,19.7,4,3,0,7825,281200
841,2270,3,3,42,8.1,5,0,0,9146,376600
842,2684,4,2,72,26.7,8,1,0,8591,321900
843,886,1,1,1,15.4,4,2,0,4198,156400
844,1623,3,3,51,16.9,7,2,0,8783,258300
845,726,1,1,7,11.7,9,2,0,4039,189200
846,1640,2,1,31,4.8,5,1,0,4272,306600
847,2286,4,3,53,27.2,8,2,0,13052,296700
848,2936,4,4,82,15.1,6,1,0,9334,387100
849,2002,2,2,13,5.0,6,1,0,6605,405000
850,1430,3,3,29,25.8,6,1,0,9285,199900
851,1867,3,2,31,5.2,10,2,0,3393,449400
852,1713,3,3,56,10.9,7,1,0,5380,284600
853,1508,3,3,63,2.8,5,2,0,4537,352200
854,1501,2,2,43,24.0,5,1,0,8045,172900
855,3508,5,3,3,27.4,6,1,0,14792,411300
856,2707,4,3,84,10.0,5,2,0,10911,420200
857,1802,4,3,25,35.0,7,1,0,12750,237400
858,2908,5,3,30,0.8,4,3,0,9000,694600
859,2094,4,3,24,23.9,8,1,0,7743,279600
860,2616,4,3,51,19.2,8,2,0,9230,355800
861,1631,2,2,55,1.0,6,2,0,5061,416400
862,1930,4,4,26,7.7,8,0,0,6063,423500
863,2945,5,4,42,27.2,6,3,1,15358,404100
864,2697,4,2,48,4.3,4,2,0,10447,468700
865,2109,3,1,70,20.3,7,2,0,9978,298600
866,632,2,2,9,0.6,6,1,0,2218,265700
867,1027,1,1,72,4.5,6,2,0,2616,219800
868,2169,3,2,38,1.0,5,1,0,3351,461000
869,3591,6,4,68,1.5,6,0,0,6684,751300
870,2937,6,3,28,4.2,6,1,0,11296,624900
871,1988,4,3,16,0.8,9,1,0,3294,562100
872,1852,4,2,38,1.7,6,2,0,7329,449700
873,2471,5,3,34,4.8,7,2,0,9686,487700
874,2052,3,3,3,31.5,4,0,0,9841,223900
875,1919,2,1,80,0.7,8,2,0,3514,487800
876,894,2,1,78,7.7,4,1,1,2670,168900
877,2593,4,2,14,8.7,7,2,0,5870,482100
878,2742,5,2,34,9.6,6,0,0,11709,450500
879,2449,4,3,35,14.6,5,1,0,11419,377800
880,1915,4,3,26,1.6,8,1,0,5519,512300
881,1938,3,2,54,36.9,6,1,0,10675,196800
882,1197,3,1,84,35.7,5,1,0,10871,133100
883,1888,3,2,82,16.0,6,2,0,9317,287900
884,2483,4,3,7,15.0,5,2,0,8493,366900
885,568,1,1,17,18.1,8,1,0,4548,110000
886,2372,4,3,19,25.6,4,3,0,11445,297700
887,1793,3,2,1,1.5,8,1,0,5956,528100
888,1418,3,1,19,12.2,6,2,0,4745,249700
889,1243,2,2,32,14.9,4,1,1,5047,206400
890,661,1,1,48,13.7,4,2,1,4043,124400
891,1918,2,1,10,1.0,6,1,0,3249,470200
892,2568,4,3,18,25.0,8,2,1,12223,369700
893,2982,5,3,13,16.3,6,2,0,11955,430500
894,1596,2,2,32,1.3,7,2,1,3703,492100
895,1096,2,1,23,35.4,5,1,0,9543,131900
896,538,1,1,21,7.2,3,1,0,2781,124600
897,2179,4,3,35,0.5,6,2,0,5485,606400
898,1813,2,1,39,0.8,3,1,1,2970,405000
899,1467,3,1,48,11.5,4,1,0,7124,224400
900,2094,4,3,81,35.6,6,1,0,14010,229700
901,1714,3,2,49,20.8,6,2,0,7353,229200
902,937,2,1,52,0.9,6,2,0,1753,228700
903,1126,2,2,56,2.0,7,1,1,3073,317100
904,1386,3,2,23,0.8,6,2,0,4771,378000
905,1286,2,2,45,0.8,3,0,0,4988,276900
906,2202,4,4,0,3.4,7,1,0,6686,557800
907,2629,5,4,83,36.5,7,2,0,14864,305500
908,1764,3,2,76,0.9,5,1,0,2639,414800
909,2690,4,3,64,31.1,6,1,0,10788,317900
910,1786,3,2,46,17.8,6,0,0,6292,252300
911,2789,5,4,1,10.9,8,1,0,9277,571700
912,1583,2,2,28,5.7,8,0,0,4837,337300
913,1190,2,1,65,5.0,7,1,0,3341,224600
914,2978,5,3,33,18.2,10,1,0,12170,450800
915,1039,2,2,29,1.4,5,1,0,2155,263200
916,2405,3,2,37,4.1,4,0,0,4414,432000
917,2982,5,4,32,10.7,5,1,0,11206,436700
918,2806,4,2,5,5.9,4,1,0,8418,465700
919,1850,4,2,15,10.6,5,3,0,6252,320300
920,1762,3,3,73,11.4,7,2,0,5604,306600
921,2354,4,3,25,21.8,5,2,0,7147,293600
922,1135,2,1,80,5.6,5,3,0,4709,228900
923,2475,4,4,56,20.8,5,2,1,7478,287200
924,2062,4,3,27,1.1,6,2,0,6904,534000
925,1197,2,2,61,3.2,5,0,0,3220,231500
926,2284,3,2,45,19.8,5,1,0,11074,270700
927,2414,3,2,48,11.0,5,1,0,10848,367200
928,2291,4,3,18,2.9,6,2,0,4712,523100
929,2136,4,3,48,36.3,8,2,0,10477,267800
930,1135,2,1,37,34.6,3,1,0,8777,118600
931,1404,2,1,42,31.5,5,2,0,10339,142300
932,2470,4,3,59,30.6,5,2,0,11284,277700
933,2180,3,2,8,18.6,7,0,0,10404,290900
934,1473,2,1,43,1.6,9,2,0,3902,400300
935,2601,4,2,76,12.5,7,1,0,10317,398500
936,2627,4,3,77,1.9,4,0,1,5415,545200
937,1706,2,2,35,3.6,7,1,0,6136,395800
938,2183,4,3,27,4.3,6,2,0,7989,492500
939,1420,2,1,3,1.0,8,1,0,4172,414400
940,2831,4,3,5,8.0,6,2,0,5398,585400
941,1766,3,2,1,2.9,7,3,0,5210,518600
942,1754,3,1,18,2.4,7,1,0,3172,449200
943,2333,3,1,48,1.9,7,2,0,4526,496100
944,1050,2,2,20,8.7,6,2,0,4584,216600
945,2471,3,3,46,38.1,3,2,0,15242,257800
946,2703,5,4,68,4.7,6,0,0,5169,535300
947,2170,4,3,44,24.9,5,3,0,10401,278100
948,1277,3,2,64,23.9,5,2,0,7313,175200
949,1358,2,1,8,33.7,7,0,0,8499,171700
950,1923,5,3,85,37.3,5,1,0,10013,212800
951,2360,3,2,58,29.9,3,1,0,9952,217000
952,1095,3,2,58,13.5,5,1,0,5203,182200
953,2491,3,3,73,19.4,6,2,0,7633,313900
954,1834,2,2,55,2.4,6,2,0,5846,425400
955,1982,3,1,77,18.9,6,2,0,9637,241000
956,1616,2,1,58,32.3,6,2,0,9866,186700
957,2070,3,1,73,8.5,7,1,1,4738,390900
958,3049,4,3,44,3.3,2,1,0,4872,510800
959,996,2,1,40,38.1,7,1,0,9650,136400
960,1210,2,2,76,0.6,6,2,0,3075,332900
961,1994,3,2,68,7.3,5,1,0,4871,344000
962,3432,6,4,20,23.2,6,2,0,10498,337500
963,2603,3,2,25,7.1,6,2,0,8548,504800
964,1288,3,3,36,12.6,6,2,1,6139,228700
965,1294,3,2,15,19.1,5,2,0,5558,191100
966,1239,2,2,57,2.2,5,0,0,3561,276300
967,1436,3,3,76,17.9,4,2,1,6831,235100
968,1705,4,3,0,10.0,5,2,0,4551,358000
969,1241,2,2,19,1.5,6,2,1,3844,351500
970,1885,4,3,66,17.9,7,1,0,8999,289500
971,1978,3,3,61,7.9,7,1,0,8101,390800
972,1506,3,2,63,0.5,5,0,1,4466,406700
973,546,1,2,74,5.9,5,1,0,2551,134500
974,2689,5,4,47,15.9,5,2,0,11883,371700
975,2040,3,2,65,0.9,6,1,1,5160,558600
976,2334,3,2,7,27.6,8,1,0,8389,302600
977,2274,4,3,64,11.5,4,2,0,10435,345600
978,2928,4,3,71,11.9,6,3,0,8834,448000
979,1506,2,1,66,24.0,7,3,0,6305,195900
980,2203,2,2,10,24.7,7,1,0,7453,271000
981,903,2,2,83,17.7,7,0,0,5359,148700
982,1941,3,2,34,33.5,4,2,0,11957,203400
983,1887,4,2,23,34.7,6,1,0,11543,234200
984,1223,2,1,11,19.6,4,1,0,7095,181400
985,1771,3,2,3,10.4,4,2,0,4481,302900
986,2014,3,3,57,12.8,6,2,1,9474,329800
987,1587,2,2,27,19.4,7,2,0,8235,254100
988,2721,4,3,11,0.5,8,1,0,8391,727600
989,2153,3,2,35,24.0,6,3,0,11604,296400
990,2816,4,2,7,3.6,5,0,0,9732,586400
991,1503,3,2,24,9.9,8,1,0,7226,298400
992,1614,3,2,7,6.8,7,0,0,6255,347800
993,1344,3,2,59,30.0,6,1,0,7759,170600
994,2120,4,2,33,35.9,4,1,0,11327,211700
995,767,1,1,65,29.0,7,2,0,6304,113600
996,3276,6,4,61,23.6,4,0,0,15437,337300
997,1783,2,2,70,33.5,5,1,0,11312,191300
998,1542,2,2,31,4.1,5,0,0,3051,296200
999,3057,5,3,54,8.3,6,0,0,12913,520300
1000,2743,4,3,30,3.8,7,2,1,7316,630300
1001,1844,3,2,11,10.3,5,2,0,4753,312100
1002,1453,3,3,18,12.9,4,1,0,4321,248100
1003,2175,4,2,69,6.4,5,1,0,5519,362000
1004,1872,4,2,59,5.6,5,2,0,6589,363500
1005,2940,5,2,64,3.9,7,1,1,11178,606100
1006,2437,4,2,74,3.3,6,2,0,9572,475800
1007,2093,3,1,32,0.8,7,0,1,6339,495200
1008,1975,4,4,73,24.9,4,0,0,11323,240900
1009,2105,3,2,79,6.1,9,0,0,4857,386200
1010,2006,4,3,13,0.7,4,1,0,6056,502900
1011,1057,2,1,32,32.9,7,1,0,9863,158300
1012,1822,4,3,53,28.4,10,1,0,12005,251100
1013,1694,3,2,25,1.0,5,2,0,2921,422600
1014,2226,4,2,36,26.1,8,2,0,11308,298500
1015,1264,2,2,20,34.5,4,2,0,10110,150800
1016,1072,1,1,61,4.2,7,1,0,3470,218400
1017,970,3,1,53,10.7,7,1,0,4309,178300
1018,1805,3,2,73,37.4,8,2,0,13390,201200
1019,1820,4,3,55,17.1,8,2,1,9640,332200
1020,1850,4,3,21,1.8,8,3,0,3906,559600
1021,1564,2,1,35,8.4,5,1,1,5594,265100
1022,2412,3,1,26,0.8,6,1,0,4214,444600
1023,1286,2,2,40,18.7,3,2,0,8251,164400
1024,1683,3,3,13,20.0,5,0,0,8004,227900
1025,1788,3,3,64,29.4,4,2,0,10475,200600
1026,1512,2,1,84,0.6,5,1,0,2126,315200
1027,2670,4,2,42,22.5,3,3,0,12089,303400
1028,801,2,1,64,32.0,6,3,0,7044,124500
1029,1799,2,2,13,1.8,8,1,0,7003,494400
1030,1529,2,2,14,35.9,6,2,1,11476,196300
1031,1644,4,3,20,3.8,7,2,0,2887,414100
1032,1938,4,3,3,23.2,7,0,0,7954,303100
